"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri May 19 14:37:58 YEKT 2023","Fri May 19 14:37:58 YEKT 2023","1","","Домашняя работа","","ru.frigesty.tests.HomeTest","","Домашняя работа",""
